1.250000000000000000e-01 2.692870865694784754e+01
1.277370999999999923e-01 2.694377636959069733e+01
1.305341999999999891e-01 2.695918215727763467e+01
1.333926000000000001e-01 2.697202176743636315e+01
1.363135000000000041e-01 2.698470414545388252e+01
1.392983000000000138e-01 2.699516159934800541e+01
1.423485999999999918e-01 2.700929788840492307e+01
1.454656000000000005e-01 2.702273346619467276e+01
1.486509000000000025e-01 2.703804363397713217e+01
1.519059000000000104e-01 2.705172348548129335e+01
1.552321999999999869e-01 2.706264214206763441e+01
1.586314000000000057e-01 2.708071665498647107e+01
1.621048999999999962e-01 2.709356175756528984e+01
1.656546000000000129e-01 2.710476357874392761e+01
1.692819000000000129e-01 2.711538082397947136e+01
1.729886999999999952e-01 2.712687462612561973e+01
1.767767000000000088e-01 2.713915781071078470e+01
1.806475999999999915e-01 2.715075643986030940e+01
1.846032999999999979e-01 2.716098145793172236e+01
1.886455999999999966e-01 2.716873607369275589e+01
1.927763999999999867e-01 2.717960923372620030e+01
1.969975999999999949e-01 2.719032049042614219e+01
2.013112999999999986e-01 2.720155278689497891e+01
2.057193999999999967e-01 2.721045764303047676e+01
2.102240999999999971e-01 2.721998510773389057e+01
2.148274000000000017e-01 2.723057919018350148e+01
2.195314999999999905e-01 2.723920935680062883e+01
2.243385999999999991e-01 2.724963610128273928e+01
2.292510000000000103e-01 2.725910866965749335e+01
2.342710000000000070e-01 2.726768553511001869e+01
2.394007999999999969e-01 2.727588926119304702e+01
2.446429999999999993e-01 2.728500565232219444e+01
2.500000000000000000e-01 2.729283179450862562e+01
2.554742999999999875e-01 2.730204289118337968e+01
2.610683999999999783e-01 2.730928728008447948e+01
2.667850999999999972e-01 2.731647777481742168e+01
2.726269000000000053e-01 2.732329955018317591e+01
2.785966999999999749e-01 2.733105662140752301e+01
2.846971999999999836e-01 2.733892440293384141e+01
2.909312000000000009e-01 2.734566773563535236e+01
2.973018000000000050e-01 2.735279396015554099e+01
3.038118000000000207e-01 2.735820334083853922e+01
3.104644999999999766e-01 2.736441965535023613e+01
3.172627000000000086e-01 2.737150378596254185e+01
3.242098999999999953e-01 2.737667183456211717e+01
3.313092000000000259e-01 2.738114758386224068e+01
3.385638999999999732e-01 2.738654355201770230e+01
3.459774999999999934e-01 2.739136036618785752e+01
3.535534000000000177e-01 2.739628654606840286e+01
3.612951999999999830e-01 2.739953008640859977e+01
3.692064999999999930e-01 2.740340881073833046e+01
3.772910999999999904e-01 2.740666278744984652e+01
3.855527000000000259e-01 2.740978946131987826e+01
3.939951999999999899e-01 2.741203696681381885e+01
4.026225999999999972e-01 2.741383098867133228e+01
4.114388999999999963e-01 2.741440003507817735e+01
4.204481999999999942e-01 2.741452044341762928e+01
4.296548000000000034e-01 2.741467090691190478e+01
4.390629999999999811e-01 2.741279978621792068e+01
4.486773000000000011e-01 2.741062541459812607e+01
4.585020000000000207e-01 2.740770694903063287e+01
4.685419000000000112e-01 2.740316343353017459e+01
4.788015999999999939e-01 2.739747593430551831e+01
4.892859999999999987e-01 2.739130921596645862e+01
5.000000000000000000e-01 2.738337905780100101e+01
5.109485999999999750e-01 2.737482530277042159e+01
5.221369000000000149e-01 2.736528763907672257e+01
5.335701999999999945e-01 2.735452331882978783e+01
5.452538999999999580e-01 2.734264963907882162e+01
5.571933999999999498e-01 2.733046247654142746e+01
5.693943000000000199e-01 2.731697205292695330e+01
5.818624000000000018e-01 2.730228979216416363e+01
5.946036000000000099e-01 2.728703319978029285e+01
6.076236999999999888e-01 2.727071376459118568e+01
6.209289000000000058e-01 2.725322166086448306e+01
6.345254999999999646e-01 2.723476523637220126e+01
6.484197999999999906e-01 2.721479353052829708e+01
6.626182999999999934e-01 2.719355867583378128e+01
6.771277999999999464e-01 2.717173230269777662e+01
6.919549000000000394e-01 2.714916058676059407e+01
7.071068000000000353e-01 2.712483014941386017e+01
7.225903999999999661e-01 2.710025678642706026e+01
7.384131000000000444e-01 2.707521107445870001e+01
7.545821999999999807e-01 2.704982638417402541e+01
7.711054000000000519e-01 2.702483854249956607e+01
7.879903999999999797e-01 2.699970153715720400e+01
8.052451999999999943e-01 2.697424679826012905e+01
