1.250000000000000000e-01 2.543415996381386890e+01
1.277370999999999923e-01 2.541978893416528962e+01
1.305341999999999891e-01 2.547321389913037137e+01
1.333926000000000001e-01 2.547838465984244394e+01
1.363135000000000041e-01 2.552078998540450527e+01
1.392983000000000138e-01 2.550561930554413337e+01
1.423485999999999918e-01 2.556326981976068069e+01
1.454656000000000005e-01 2.561955452354838769e+01
1.486509000000000025e-01 2.564241703214447554e+01
1.519059000000000104e-01 2.563321588535908901e+01
1.552321999999999869e-01 2.563654907440766095e+01
1.586314000000000057e-01 2.558877127834127663e+01
1.621048999999999962e-01 2.556117654349766255e+01
1.656546000000000129e-01 2.556308339338617230e+01
1.692819000000000129e-01 2.555050230033699776e+01
1.729886999999999952e-01 2.554148189116931533e+01
1.767767000000000088e-01 2.550802982439448030e+01
1.806475999999999915e-01 2.553471382911295251e+01
1.846032999999999979e-01 2.554884006423079867e+01
1.886455999999999966e-01 2.556521834379734059e+01
1.927763999999999867e-01 2.559376994707258390e+01
1.969975999999999949e-01 2.561045787100458071e+01
2.013112999999999986e-01 2.561579439281193515e+01
2.057193999999999967e-01 2.562933109277010857e+01
2.102240999999999971e-01 2.569165427681304337e+01
2.148274000000000017e-01 2.571032218866526264e+01
2.195314999999999905e-01 2.572234347324948445e+01
2.243385999999999991e-01 2.572134063072597598e+01
2.292510000000000103e-01 2.572735334742098345e+01
2.342710000000000070e-01 2.573568670771974354e+01
2.394007999999999969e-01 2.573513641731318913e+01
2.446429999999999993e-01 2.571606263748735799e+01
2.500000000000000000e-01 2.570383712813186960e+01
2.554742999999999875e-01 2.571669182252914965e+01
2.610683999999999783e-01 2.571948707461623940e+01
2.667850999999999972e-01 2.574674470426174366e+01
2.726269000000000053e-01 2.575446377541428689e+01
2.785966999999999749e-01 2.577755368455030549e+01
2.846971999999999836e-01 2.581278037535945202e+01
2.909312000000000009e-01 2.581265671300980813e+01
2.973018000000000050e-01 2.583272409062670150e+01
3.038118000000000207e-01 2.584718384093243770e+01
3.104644999999999766e-01 2.583484207641803110e+01
3.172627000000000086e-01 2.585357228461672818e+01
3.242098999999999953e-01 2.590442068743248782e+01
3.313092000000000259e-01 2.590072807126971455e+01
3.385638999999999732e-01 2.593149397563807668e+01
3.459774999999999934e-01 2.595005021774471743e+01
3.535534000000000177e-01 2.596016623653437705e+01
3.612951999999999830e-01 2.597138301716532283e+01
3.692064999999999930e-01 2.600425686981214568e+01
3.772910999999999904e-01 2.600311140517925423e+01
3.855527000000000259e-01 2.602801379447083363e+01
3.939951999999999899e-01 2.604581177397826863e+01
4.026225999999999972e-01 2.606467134013610476e+01
4.114388999999999963e-01 2.606934984297603819e+01
4.204481999999999942e-01 2.608608564024401844e+01
4.296548000000000034e-01 2.610155805974721943e+01
4.390629999999999811e-01 2.610539095031063894e+01
4.486773000000000011e-01 2.611583342556940224e+01
4.585020000000000207e-01 2.612214704123940834e+01
4.685419000000000112e-01 2.613311078962577838e+01
4.788015999999999939e-01 2.615107858834013754e+01
4.892859999999999987e-01 2.616264504519167744e+01
5.000000000000000000e-01 2.618065049799670518e+01
5.109485999999999750e-01 2.619962903806465349e+01
5.221369000000000149e-01 2.621323344677110256e+01
5.335701999999999945e-01 2.622838239106553004e+01
5.452538999999999580e-01 2.623033905652582831e+01
5.571933999999999498e-01 2.624129489545349614e+01
5.693943000000000199e-01 2.625993057738854120e+01
5.818624000000000018e-01 2.626161492103893380e+01
5.946036000000000099e-01 2.627244501904897689e+01
6.076236999999999888e-01 2.627867816430733683e+01
6.209289000000000058e-01 2.629205882142190376e+01
6.345254999999999646e-01 2.630594435688900390e+01
6.484197999999999906e-01 2.632093934383431844e+01
6.626182999999999934e-01 2.633674983371017575e+01
6.771277999999999464e-01 2.634567361370721628e+01
6.919549000000000394e-01 2.634496571388814345e+01
7.071068000000000353e-01 2.634916286636243399e+01
