1.075999999999999917e-03 1.849290000000000100e-01 5.450900000000000190e-02 5.848500000000000226e-02 4.760000000000000000e+02
1.075999999999999917e-03 1.849290000000000100e-01 5.450900000000000190e-02 5.848500000000000226e-02 6.210000000000000000e+02
1.075999999999999917e-03 1.849290000000000100e-01 5.450900000000000190e-02 5.848500000000000226e-02 7.540000000000000000e+02
1.075999999999999917e-03 1.849290000000000100e-01 5.450900000000000190e-02 5.848500000000000226e-02 9.000000000000000000e+02
1.075999999999999917e-03 1.849290000000000100e-01 5.450900000000000190e-02 5.848500000000000226e-02 1.020000000000000000e+03
1.075999999999999917e-03 1.849290000000000100e-01 5.450900000000000190e-02 5.848500000000000226e-02 1.220000000000000000e+03
1.075999999999999917e-03 1.849290000000000100e-01 5.450900000000000190e-02 5.848500000000000226e-02 1.630000000000000000e+03
1.075999999999999917e-03 1.849290000000000100e-01 5.450900000000000190e-02 5.848500000000000226e-02 2.190000000000000000e+03
1.075999999999999917e-03 1.849290000000000100e-01 5.450900000000000190e-02 5.848500000000000226e-02 4.493000000000000000e+03
1.085999999999999943e-03 5.020899999999999669e-02 7.735400000000000609e-02 1.549129999999999951e-01 4.760000000000000000e+02
1.085999999999999943e-03 5.020899999999999669e-02 7.735400000000000609e-02 1.549129999999999951e-01 6.210000000000000000e+02
1.085999999999999943e-03 5.020899999999999669e-02 7.735400000000000609e-02 1.549129999999999951e-01 7.540000000000000000e+02
1.085999999999999943e-03 5.020899999999999669e-02 7.735400000000000609e-02 1.549129999999999951e-01 9.000000000000000000e+02
1.085999999999999943e-03 5.020899999999999669e-02 7.735400000000000609e-02 1.549129999999999951e-01 1.020000000000000000e+03
1.085999999999999943e-03 5.020899999999999669e-02 7.735400000000000609e-02 1.549129999999999951e-01 1.220000000000000000e+03
1.085999999999999943e-03 5.020899999999999669e-02 7.735400000000000609e-02 1.549129999999999951e-01 1.630000000000000000e+03
1.085999999999999943e-03 5.020899999999999669e-02 7.735400000000000609e-02 1.549129999999999951e-01 2.190000000000000000e+03
1.085999999999999943e-03 5.020899999999999669e-02 7.735400000000000609e-02 1.549129999999999951e-01 4.493000000000000000e+03
1.101999999999999898e-03 1.985639999999999905e-01 8.379999999999999949e-02 2.753039999999999932e-01 4.760000000000000000e+02
1.101999999999999898e-03 1.985639999999999905e-01 8.379999999999999949e-02 2.753039999999999932e-01 6.210000000000000000e+02
1.101999999999999898e-03 1.985639999999999905e-01 8.379999999999999949e-02 2.753039999999999932e-01 7.540000000000000000e+02
1.101999999999999898e-03 1.985639999999999905e-01 8.379999999999999949e-02 2.753039999999999932e-01 9.000000000000000000e+02
1.101999999999999898e-03 1.985639999999999905e-01 8.379999999999999949e-02 2.753039999999999932e-01 1.020000000000000000e+03
1.101999999999999898e-03 1.985639999999999905e-01 8.379999999999999949e-02 2.753039999999999932e-01 1.220000000000000000e+03
1.101999999999999898e-03 1.985639999999999905e-01 8.379999999999999949e-02 2.753039999999999932e-01 1.630000000000000000e+03
1.101999999999999898e-03 1.985639999999999905e-01 8.379999999999999949e-02 2.753039999999999932e-01 2.190000000000000000e+03
1.101999999999999898e-03 1.985639999999999905e-01 8.379999999999999949e-02 2.753039999999999932e-01 4.493000000000000000e+03
1.180000000000000059e-03 2.865240000000000009e-01 6.910700000000000176e-02 2.923499999999999988e-01 4.760000000000000000e+02
1.180000000000000059e-03 2.865240000000000009e-01 6.910700000000000176e-02 2.923499999999999988e-01 6.210000000000000000e+02
1.180000000000000059e-03 2.865240000000000009e-01 6.910700000000000176e-02 2.923499999999999988e-01 7.540000000000000000e+02
1.180000000000000059e-03 2.865240000000000009e-01 6.910700000000000176e-02 2.923499999999999988e-01 9.000000000000000000e+02
1.180000000000000059e-03 2.865240000000000009e-01 6.910700000000000176e-02 2.923499999999999988e-01 1.020000000000000000e+03
1.180000000000000059e-03 2.865240000000000009e-01 6.910700000000000176e-02 2.923499999999999988e-01 1.220000000000000000e+03
1.180000000000000059e-03 2.865240000000000009e-01 6.910700000000000176e-02 2.923499999999999988e-01 1.630000000000000000e+03
1.180000000000000059e-03 2.865240000000000009e-01 6.910700000000000176e-02 2.923499999999999988e-01 2.190000000000000000e+03
1.180000000000000059e-03 2.865240000000000009e-01 6.910700000000000176e-02 2.923499999999999988e-01 4.493000000000000000e+03
1.250000000000000026e-03 6.364100000000000312e-02 5.949700000000000127e-02 1.682510000000000117e-01 4.760000000000000000e+02
1.250000000000000026e-03 6.364100000000000312e-02 5.949700000000000127e-02 1.682510000000000117e-01 6.210000000000000000e+02
1.250000000000000026e-03 6.364100000000000312e-02 5.949700000000000127e-02 1.682510000000000117e-01 7.540000000000000000e+02
1.250000000000000026e-03 6.364100000000000312e-02 5.949700000000000127e-02 1.682510000000000117e-01 9.000000000000000000e+02
1.250000000000000026e-03 6.364100000000000312e-02 5.949700000000000127e-02 1.682510000000000117e-01 1.020000000000000000e+03
1.250000000000000026e-03 6.364100000000000312e-02 5.949700000000000127e-02 1.682510000000000117e-01 1.220000000000000000e+03
1.250000000000000026e-03 6.364100000000000312e-02 5.949700000000000127e-02 1.682510000000000117e-01 1.630000000000000000e+03
1.250000000000000026e-03 6.364100000000000312e-02 5.949700000000000127e-02 1.682510000000000117e-01 2.190000000000000000e+03
1.250000000000000026e-03 6.364100000000000312e-02 5.949700000000000127e-02 1.682510000000000117e-01 4.493000000000000000e+03
1.265000000000000065e-03 2.257949999999999957e-01 6.716500000000000248e-02 5.131200000000000344e-02 4.760000000000000000e+02
1.265000000000000065e-03 2.257949999999999957e-01 6.716500000000000248e-02 5.131200000000000344e-02 6.210000000000000000e+02
1.265000000000000065e-03 2.257949999999999957e-01 6.716500000000000248e-02 5.131200000000000344e-02 7.540000000000000000e+02
1.265000000000000065e-03 2.257949999999999957e-01 6.716500000000000248e-02 5.131200000000000344e-02 9.000000000000000000e+02
1.265000000000000065e-03 2.257949999999999957e-01 6.716500000000000248e-02 5.131200000000000344e-02 1.020000000000000000e+03
1.265000000000000065e-03 2.257949999999999957e-01 6.716500000000000248e-02 5.131200000000000344e-02 1.220000000000000000e+03
1.265000000000000065e-03 2.257949999999999957e-01 6.716500000000000248e-02 5.131200000000000344e-02 1.630000000000000000e+03
1.265000000000000065e-03 2.257949999999999957e-01 6.716500000000000248e-02 5.131200000000000344e-02 2.190000000000000000e+03
1.265000000000000065e-03 2.257949999999999957e-01 6.716500000000000248e-02 5.131200000000000344e-02 4.493000000000000000e+03
1.306000000000000086e-03 5.130400000000000238e-02 5.447199999999999959e-02 2.917049999999999921e-01 4.760000000000000000e+02
1.306000000000000086e-03 5.130400000000000238e-02 5.447199999999999959e-02 2.917049999999999921e-01 6.210000000000000000e+02
1.306000000000000086e-03 5.130400000000000238e-02 5.447199999999999959e-02 2.917049999999999921e-01 7.540000000000000000e+02
1.306000000000000086e-03 5.130400000000000238e-02 5.447199999999999959e-02 2.917049999999999921e-01 9.000000000000000000e+02
1.306000000000000086e-03 5.130400000000000238e-02 5.447199999999999959e-02 2.917049999999999921e-01 1.020000000000000000e+03
1.306000000000000086e-03 5.130400000000000238e-02 5.447199999999999959e-02 2.917049999999999921e-01 1.220000000000000000e+03
1.306000000000000086e-03 5.130400000000000238e-02 5.447199999999999959e-02 2.917049999999999921e-01 1.630000000000000000e+03
1.306000000000000086e-03 5.130400000000000238e-02 5.447199999999999959e-02 2.917049999999999921e-01 2.190000000000000000e+03
1.306000000000000086e-03 5.130400000000000238e-02 5.447199999999999959e-02 2.917049999999999921e-01 4.493000000000000000e+03
1.322999999999999957e-03 5.132099999999999856e-02 4.412300000000000250e-02 6.450000000000000178e-02 4.760000000000000000e+02
1.322999999999999957e-03 5.132099999999999856e-02 4.412300000000000250e-02 6.450000000000000178e-02 6.210000000000000000e+02
1.322999999999999957e-03 5.132099999999999856e-02 4.412300000000000250e-02 6.450000000000000178e-02 7.540000000000000000e+02
1.322999999999999957e-03 5.132099999999999856e-02 4.412300000000000250e-02 6.450000000000000178e-02 9.000000000000000000e+02
1.322999999999999957e-03 5.132099999999999856e-02 4.412300000000000250e-02 6.450000000000000178e-02 1.020000000000000000e+03
1.322999999999999957e-03 5.132099999999999856e-02 4.412300000000000250e-02 6.450000000000000178e-02 1.220000000000000000e+03
1.322999999999999957e-03 5.132099999999999856e-02 4.412300000000000250e-02 6.450000000000000178e-02 1.630000000000000000e+03
1.322999999999999957e-03 5.132099999999999856e-02 4.412300000000000250e-02 6.450000000000000178e-02 2.190000000000000000e+03
1.322999999999999957e-03 5.132099999999999856e-02 4.412300000000000250e-02 6.450000000000000178e-02 4.493000000000000000e+03
1.327999999999999970e-03 2.932210000000000094e-01 6.820900000000000574e-02 1.817680000000000129e-01 4.760000000000000000e+02
1.327999999999999970e-03 2.932210000000000094e-01 6.820900000000000574e-02 1.817680000000000129e-01 6.210000000000000000e+02
1.327999999999999970e-03 2.932210000000000094e-01 6.820900000000000574e-02 1.817680000000000129e-01 7.540000000000000000e+02
1.327999999999999970e-03 2.932210000000000094e-01 6.820900000000000574e-02 1.817680000000000129e-01 9.000000000000000000e+02
1.327999999999999970e-03 2.932210000000000094e-01 6.820900000000000574e-02 1.817680000000000129e-01 1.020000000000000000e+03
1.327999999999999970e-03 2.932210000000000094e-01 6.820900000000000574e-02 1.817680000000000129e-01 1.220000000000000000e+03
