# 1:iteration 2:time bin[s] 3-k:AB magnitude for k-th angular bin
# g-band (filter: g_LSST.dat)
   0    0.1250000 -1.71839e+01 -1.71893e+01 -1.71830e+01 -1.71803e+01 -1.71823e+01 -1.71879e+01 -1.71730e+01 -1.71922e+01 -1.71791e+01 -1.71890e+01 -1.71838e+01 -1.71906e+01 -1.71816e+01 -1.71778e+01 -1.71853e+01 -1.71780e+01 -1.71721e+01 -1.71800e+01 -1.71741e+01 -1.71759e+01 -1.71899e+01 -1.71844e+01 -1.71714e+01 -1.71765e+01 -1.71823e+01 -1.71756e+01 -1.71837e+01 -1.71778e+01 -1.71742e+01 -1.71737e+01 -1.71655e+01 -1.71796e+01 -1.71920e+01 -1.71753e+01 -1.71713e+01 -1.71781e+01 -1.71892e+01 -1.71878e+01 -1.71687e+01 -1.71840e+01 -1.71791e+01 -1.71813e+01 -1.71798e+01 -1.71808e+01 -1.71777e+01 -1.71790e+01 -1.71698e+01 -1.71871e+01 -1.71856e+01 -1.71863e+01 -1.71805e+01 -1.71787e+01 -1.71786e+01 -1.71904e+01 
   1    0.1277371 -1.72133e+01 -1.72236e+01 -1.72166e+01 -1.72086e+01 -1.72140e+01 -1.72176e+01 -1.72064e+01 -1.72204e+01 -1.72107e+01 -1.72205e+01 -1.72166e+01 -1.72192e+01 -1.72161e+01 -1.72078e+01 -1.72105e+01 -1.72109e+01 -1.72088e+01 -1.72156e+01 -1.72092e+01 -1.72066e+01 -1.72237e+01 -1.72162e+01 -1.71984e+01 -1.72075e+01 -1.72169e+01 -1.72091e+01 -1.72108e+01 -1.72143e+01 -1.72054e+01 -1.72027e+01 -1.71971e+01 -1.72095e+01 -1.72233e+01 -1.72060e+01 -1.72069e+01 -1.72143e+01 -1.72206e+01 -1.72192e+01 -1.72041e+01 -1.72164e+01 -1.72113e+01 -1.72178e+01 -1.72087e+01 -1.72107e+01 -1.72133e+01 -1.72121e+01 -1.72059e+01 -1.72209e+01 -1.72173e+01 -1.72139e+01 -1.72129e+01 -1.72120e+01 -1.72092e+01 -1.72208e+01 
   2    0.1305342 -1.72430e+01 -1.72519e+01 -1.72492e+01 -1.72381e+01 -1.72460e+01 -1.72471e+01 -1.72408e+01 -1.72506e+01 -1.72442e+01 -1.72527e+01 -1.72478e+01 -1.72477e+01 -1.72470e+01 -1.72352e+01 -1.72373e+01 -1.72465e+01 -1.72400e+01 -1.72468e+01 -1.72402e+01 -1.72378e+01 -1.72474e+01 -1.72523e+01 -1.72313e+01 -1.72407e+01 -1.72478e+01 -1.72404e+01 -1.72457e+01 -1.72472e+01 -1.72358e+01 -1.72348e+01 -1.72268e+01 -1.72377e+01 -1.72515e+01 -1.72427e+01 -1.72433e+01 -1.72456e+01 -1.72505e+01 -1.72492e+01 -1.72382e+01 -1.72489e+01 -1.72408e+01 -1.72476e+01 -1.72381e+01 -1.72421e+01 -1.72490e+01 -1.72438e+01 -1.72360e+01 -1.72538e+01 -1.72450e+01 -1.72456e+01 -1.72452e+01 -1.72428e+01 -1.72391e+01 -1.72470e+01 
   3    0.1333926 -1.72732e+01 -1.72841e+01 -1.72760e+01 -1.72712e+01 -1.72763e+01 -1.72777e+01 -1.72788e+01 -1.72799e+01 -1.72807e+01 -1.72868e+01 -1.72797e+01 -1.72723e+01 -1.72769e+01 -1.72681e+01 -1.72700e+01 -1.72763e+01 -1.72818e+01 -1.72768e+01 -1.72735e+01 -1.72637e+01 -1.72726e+01 -1.72835e+01 -1.72630e+01 -1.72731e+01 -1.72812e+01 -1.72699e+01 -1.72757e+01 -1.72790e+01 -1.72689e+01 -1.72656e+01 -1.72615e+01 -1.72721e+01 -1.72771e+01 -1.72712e+01 -1.72734e+01 -1.72762e+01 -1.72771e+01 -1.72765e+01 -1.72662e+01 -1.72769e+01 -1.72717e+01 -1.72788e+01 -1.72661e+01 -1.72724e+01 -1.72773e+01 -1.72775e+01 -1.72675e+01 -1.72849e+01 -1.72750e+01 -1.72768e+01 -1.72748e+01 -1.72729e+01 -1.72704e+01 -1.72771e+01 
   4    0.1363135 -1.72991e+01 -1.73149e+01 -1.73053e+01 -1.73016e+01 -1.73082e+01 -1.73039e+01 -1.73093e+01 -1.73109e+01 -1.73088e+01 -1.73142e+01 -1.73111e+01 -1.73040e+01 -1.73070e+01 -1.72977e+01 -1.72991e+01 -1.73061e+01 -1.73131e+01 -1.73067e+01 -1.73082e+01 -1.72923e+01 -1.73023e+01 -1.73143e+01 -1.72993e+01 -1.73015e+01 -1.73122e+01 -1.73026e+01 -1.73078e+01 -1.73043e+01 -1.73017e+01 -1.73007e+01 -1.72967e+01 -1.72976e+01 -1.73070e+01 -1.72949e+01 -1.73003e+01 -1.73051e+01 -1.73103e+01 -1.73074e+01 -1.72964e+01 -1.73059e+01 -1.73016e+01 -1.73147e+01 -1.72966e+01 -1.73057e+01 -1.73117e+01 -1.73083e+01 -1.72976e+01 -1.73152e+01 -1.73063e+01 -1.73075e+01 -1.73038e+01 -1.73057e+01 -1.73020e+01 -1.73058e+01 
   5    0.1392983 -1.73308e+01 -1.73460e+01 -1.73351e+01 -1.73348e+01 -1.73383e+01 -1.73341e+01 -1.73394e+01 -1.73402e+01 -1.73359e+01 -1.73415e+01 -1.73432e+01 -1.73350e+01 -1.73377e+01 -1.73296e+01 -1.73326e+01 -1.73358e+01 -1.73408e+01 -1.73357e+01 -1.73383e+01 -1.73219e+01 -1.73333e+01 -1.73409e+01 -1.73304e+01 -1.73362e+01 -1.73407e+01 -1.73289e+01 -1.73369e+01 -1.73334e+01 -1.73296e+01 -1.73290e+01 -1.73262e+01 -1.73274e+01 -1.73370e+01 -1.73260e+01 -1.73279e+01 -1.73317e+01 -1.73354e+01 -1.73372e+01 -1.73249e+01 -1.73330e+01 -1.73292e+01 -1.73406e+01 -1.73279e+01 -1.73336e+01 -1.73435e+01 -1.73419e+01 -1.73259e+01 -1.73430e+01 -1.73376e+01 -1.73308e+01 -1.73313e+01 -1.73327e+01 -1.73339e+01 -1.73391e+01 
   6    0.1423486 -1.73613e+01 -1.73743e+01 -1.73656e+01 -1.73652e+01 -1.73658e+01 -1.73657e+01 -1.73697e+01 -1.73675e+01 -1.73662e+01 -1.73696e+01 -1.73711e+01 -1.73667e+01 -1.73681e+01 -1.73513e+01 -1.73640e+01 -1.73668e+01 -1.73723e+01 -1.73638e+01 -1.73701e+01 -1.73547e+01 -1.73580e+01 -1.73665e+01 -1.73576e+01 -1.73702e+01 -1.73663e+01 -1.73590e+01 -1.73634e+01 -1.73628e+01 -1.73592e+01 -1.73616e+01 -1.73569e+01 -1.73562e+01 -1.73676e+01 -1.73561e+01 -1.73558e+01 -1.73649e+01 -1.73630e+01 -1.73684e+01 -1.73530e+01 -1.73607e+01 -1.73614e+01 -1.73701e+01 -1.73590e+01 -1.73627e+01 -1.73712e+01 -1.73696e+01 -1.73606e+01 -1.73703e+01 -1.73646e+01 -1.73584e+01 -1.73608e+01 -1.73619e+01 -1.73656e+01 -1.73690e+01 
   7    0.1454656 -1.73939e+01 -1.73991e+01 -1.73950e+01 -1.73910e+01 -1.73956e+01 -1.73981e+01 -1.73981e+01 -1.73961e+01 -1.73948e+01 -1.73968e+01 -1.73970e+01 -1.73956e+01 -1.73975e+01 -1.73810e+01 -1.73919e+01 -1.73918e+01 -1.74029e+01 -1.73885e+01 -1.73973e+01 -1.73870e+01 -1.73845e+01 -1.73970e+01 -1.73911e+01 -1.73967e+01 -1.73993e+01 -1.73884e+01 -1.73942e+01 -1.73904e+01 -1.73949e+01 -1.73930e+01 -1.73842e+01 -1.73853e+01 -1.73906e+01 -1.73883e+01 -1.73915e+01 -1.73918e+01 -1.73930e+01 -1.73933e+01 -1.73823e+01 -1.73884e+01 -1.73928e+01 -1.73979e+01 -1.73911e+01 -1.73921e+01 -1.73974e+01 -1.73981e+01 -1.73909e+01 -1.74005e+01 -1.73918e+01 -1.73861e+01 -1.73892e+01 -1.73931e+01 -1.73912e+01 -1.73952e+01 
   8    0.1486509 -1.74228e+01 -1.74248e+01 -1.74218e+01 -1.74249e+01 -1.74245e+01 -1.74255e+01 -1.74263e+01 -1.74251e+01 -1.74210e+01 -1.74247e+01 -1.74244e+01 -1.74240e+01 -1.74252e+01 -1.74111e+01 -1.74227e+01 -1.74191e+01 -1.74326e+01 -1.74153e+01 -1.74246e+01 -1.74140e+01 -1.74142e+01 -1.74262e+01 -1.74197e+01 -1.74246e+01 -1.74291e+01 -1.74182e+01 -1.74208e+01 -1.74165e+01 -1.74211e+01 -1.74246e+01 -1.74149e+01 -1.74142e+01 -1.74192e+01 -1.74159e+01 -1.74186e+01 -1.74161e+01 -1.74189e+01 -1.74202e+01 -1.74174e+01 -1.74188e+01 -1.74217e+01 -1.74209e+01 -1.74207e+01 -1.74216e+01 -1.74263e+01 -1.74269e+01 -1.74189e+01 -1.74275e+01 -1.74191e+01 -1.74165e+01 -1.74158e+01 -1.74213e+01 -1.74211e+01 -1.74247e+01 
   9    0.1519059 -1.74495e+01 -1.74534e+01 -1.74465e+01 -1.74501e+01 -1.74526e+01 -1.74490e+01 -1.74531e+01 -1.74542e+01 -1.74487e+01 -1.74523e+01 -1.74519e+01 -1.74516e+01 -1.74525e+01 -1.74439e+01 -1.74502e+01 -1.74483e+01 -1.74602e+01 -1.74446e+01 -1.74484e+01 -1.74473e+01 -1.74463e+01 -1.74542e+01 -1.74478e+01 -1.74502e+01 -1.74571e+01 -1.74456e+01 -1.74483e+01 -1.74449e+01 -1.74504e+01 -1.74569e+01 -1.74442e+01 -1.74419e+01 -1.74470e+01 -1.74457e+01 -1.74459e+01 -1.74441e+01 -1.74457e+01 -1.74504e+01 -1.74435e+01 -1.74473e+01 -1.74517e+01 -1.74467e+01 -1.74490e+01 -1.74500e+01 -1.74505e+01 -1.74561e+01 -1.74466e+01 -1.74533e+01 -1.74445e+01 -1.74437e+01 -1.74398e+01 -1.74474e+01 -1.74492e+01 -1.74527e+01 
